,pretty_comp,act_layer_1_0,act_layer_1_1,act_layer_2_0,act_layer_2_1,act_layer_3_0,act_layer_3_1,act_layer_4_0,act_layer_4_1,act_layer_5_0,act_layer_5_1,act_layer_6_0,act_layer_6_1,act_layer_7_0,act_layer_7_1,act_layer_8_0,act_layer_8_1,act_layer_9_0,act_layer_9_1,act_layer_10_0,act_layer_10_1,act_layer_11_0,act_layer_11_1,act_layer_12_0,act_layer_12_1,act_layer_13_0,act_layer_13_1,act_layer_14_0,act_layer_14_1,act_layer_15_0,act_layer_15_1,act_layer_16_0,act_layer_16_1
2104,CaLa,7.05766787511,-0.891382780136,39.7692386476,-71.2257020395,-713.019760873,-433.165407243,-64886.071035,-2606.17724078,-210405.221345,-42970.3644292,-60778.3439955,-207.175439633,-104688.448407,-32.2581970321,-167807.318424,-15.1742026934,-22915.223997,-0.975718870707,-10673.7345361,-4.8865890053,-3354.7948345,-836.027810425,-773.301600751,-0.28419348478,-237.890984308,-0.0807604792605,-38.4061442949,-6.3254873836,-3.73721799484,-0.994913289875,0.267985403552,-1.03881004026
2105,YbSm,6.51972787751,-1.20336923768,25.700203282,-72.5510696854,-801.640477839,-333.479477055,-64339.2081991,-2449.64081219,-218496.001567,-20089.664855,-59903.4956281,-206.982783026,-103181.59441,-32.2332882536,-165076.378971,-15.158242293,-22542.2947978,-0.974692560724,-10500.0371059,-4.88197180161,-3278.66621526,-835.063759971,-760.816771806,-0.283897712596,-234.050292468,-0.0806764374409,-37.6261690568,-6.31809910286,-3.70806554184,-1.12398666363,0.37357979768,-1.13322677538
2106,ThTi,0.701871182976,2.16947747984,-6.32957534368,-30.9609796784,-1251.61224211,202.168416251,-67589.9169959,-2213.14124837,-217934.397668,-41654.0119417,-62532.5346266,-207.561742479,-107709.896729,-32.3081052356,-172626.606998,-15.2023680105,-23573.3319681,-0.977529999422,-10980.2583524,-4.89473740244,-3650.76236623,-710.926039359,-795.519273093,-0.284719833157,-244.72577673,-0.0809100389863,-39.7953825514,-6.33864688119,-3.75124847204,-0.622232490071,-0.00265378812615,-0.797974150702
2107,MnC,-4.27438565536,1.30246550319,23.7606517328,124.494877486,-1090.35858578,43.0770918094,-65471.5326932,-2032.65920396,-208538.166189,-43082.8193929,-60258.977553,-207.061066239,-103793.882675,-32.2434210134,-165617.334049,-15.161403791,-22616.1660136,-0.974895856058,-10534.4437658,-4.88288254691,-3292.23500501,-835.23558757,-763.042006791,-0.283950429587,-234.734838846,-0.08069141606,-37.779104761,-6.31954777951,-3.72041950606,-1.10960275368,0.359227371103,-1.12047262845
2108,GdTi,3.85000403492,1.96040223884,75.4221572209,-75.4130948188,-180.223066446,-807.918130716,-53560.1244831,-2833.57717707,-174148.329542,-48323.8447875,-51942.4425993,-205.229622686,-89469.3388379,-32.006763448,-142219.419011,-15.0246596048,-19421.0148907,-0.966102724536,-9046.25352621,-4.84330656366,-3659.54875549,-10.9774580165,-653.959788651,-0.2813662143,-201.178025792,-0.079957126786,-30.9902355274,-6.25524051771,-3.18342777118,-1.52964214661,0.939095792314,-1.36982895732
2109,LuTc,0.204309057196,2.76446614684,18.3048191343,10.7824175688,-1080.30848965,84.0215746399,-64995.5729663,-2366.70467937,-209601.96305,-42936.0692621,-60522.2988357,-207.119054099,-104247.43173,-32.2509205373,-167228.23444,-15.1708183591,-22836.145872,-0.975501245835,-10636.9027129,-4.88560990268,-3337.20161991,-835.805019749,-770.416377363,-0.284125132316,-237.003406915,-0.0807410576988,-38.2139061212,-6.32366641606,-3.73545345399,-1.03970571005,0.301770791694,-1.06909760426
2110,ZnIn,-2.18625343875,-2.51569251344,27.3762551283,88.2692762039,-919.350661199,-161.849220971,-65108.1716249,-2422.43063383,-219414.510937,-24355.8896213,-60691.4494663,-207.156303968,-104538.779785,-32.2556945846,-167084.620182,-15.1699790358,-22816.5344218,-0.97544727466,-10627.7684121,-4.8853634333,-3333.71249121,-835.760835366,-769.844168959,-0.284111576397,-236.827378809,-0.0807372050495,-38.1681513847,-6.32323300635,-3.73503347478,-1.05036678617,0.309812192893,-1.07630647314
2111,TeIr,-4.22699278404,-1.42753457419,-36.9597492864,61.1148569585,-747.148919774,-53.6007875278,-55909.581579,-3367.09191901,-180236.131054,-48033.5970037,-53666.0450964,-205.6091895,-92438.1016025,-32.0558481307,-147690.874089,-15.0566363716,-20168.1809062,-0.968158943097,-9394.2574909,-4.85256272354,-3657.89932417,-142.375814799,-680.534144723,-0.281995774813,-209.353057552,-0.0801360101832,-41.5828561814,0.209364798017,-3.28064340233,-1.47514351856,0.827049101238,-1.36941517104
2112,CaNd,7.29417936836,-0.797793798934,56.4534045455,-69.780763503,-720.767195575,-442.06756492,-64259.1909446,-2551.09293398,-207921.79656,-43387.1538367,-60192.8818515,-207.046510833,-103680.038227,-32.2415611154,-166252.002995,-15.16511298,-22702.8345927,-0.975134370039,-10574.8109878,-4.88395379919,-3310.69014952,-835.469293247,-766.068583786,-0.284022130792,-235.665901021,-0.0807117901592,-41.4959909624,-3.6770773368,-3.71331659612,-1.09948304974,0.35529846527,-1.11696223683
2113,OsW,-5.14584873539,7.03628978425,140.991178958,156.391700335,-876.988846332,-278.301792934,-66054.239044,-2600.12150106,-213628.6759,-42230.5323202,-61459.8613129,-207.325521428,-105862.305643,-32.2776221448,-169116.471744,-15.1818537643,-23093.9981669,-0.976210861455,-10757.0013522,-4.88879798092,-3390.98997129,-836.486165488,-779.237479503,-0.284334108878,-239.717030799,-0.0808004374039,-38.7870507247,-6.32909550281,-3.7407143062,-0.906160271943,0.20113017291,-0.979228602054
2114,ThMg,0.48681001047,-0.137838241831,-27.4569513263,-34.4930343322,-1172.87977069,156.548028268,-65766.0291733,-2340.64025738,-212291.863111,-42386.8548027,-61117.8850028,-207.250212383,-105273.279713,-32.2678445461,-168202.530338,-15.1765124262,-22969.1929911,-0.975867394657,-10698.8714432,-4.8872551017,-3364.20407848,-836.146963852,-774.844687756,-0.284230041325,-238.365681647,-0.0807708661271,-41.4843003891,-4.07804198027,-3.73713117745,-0.981185108665,0.269059351262,-1.04024288978
2115,CeSc,6.43389863578,-0.620274094833,52.4411377235,-85.4055180626,-775.56242757,-362.167019135,-64679.272495,-2546.95857297,-209367.403909,-43144.5397523,-60533.6806714,-207.121560575,-104267.036058,-32.2512544362,-167369.650455,-15.1716448352,-22855.4572733,-0.975554391269,-10645.897291,-4.88584923038,-3341.53064662,-835.859840133,-771.126323042,-0.284141951303,-237.221806869,-0.0807458365813,-38.2822428389,-6.32431373257,-3.73608071065,-1.0237829586,0.289760860225,-1.05833106879
2116,PuCo,-3.02670624504,1.00648054408,-13.8940915076,34.3604422308,-1213.0901856,171.311417245,-67488.8585088,-2260.14859072,-217657.543257,-41689.3890408,-62462.895224,-207.546406689,-107589.948628,-32.3061494231,-172167.369694,-15.1996840948,-23510.619871,-0.977357414246,-10951.0492231,-4.89396274478,-3476.61541289,-837.570478413,-793.279757789,-0.284666777858,-244.036837718,-0.0808949636108,-39.6609898436,-6.33737385224,-3.74914112509,-0.687015315362,0.0392932486044,-0.835283696997
2117,MoOs,-5.38675114029,6.14593529157,119.652679016,163.644476048,-952.866349963,-186.925682487,-66234.3047427,-2500.31736193,-214098.03424,-42350.6052532,-61648.9167282,-207.367154671,-106187.937972,-32.2829994766,-170484.139225,-15.1898468088,-23280.7628153,-0.976724842188,-10843.9898293,-4.89111275419,-3428.49013273,-836.961046656,-785.387378031,-0.284479803218,-241.608915869,-0.0808418356011,-39.1527028737,-6.33255912653,-3.74407059901,-0.820961597323,0.136980607338,-0.922171146437
2118,KAg,-0.0467510835929,2.17130579188,49.8524327814,44.0952667965,-900.964837688,-162.687360817,-64389.3235058,-2485.01914143,-218300.252489,-21440.7645917,-60027.7563673,-207.010147371,-103395.623273,-32.2368230474,-165380.257877,-15.1600182493,-22583.7916239,-0.974806760971,-10519.3649174,-4.88248138346,-3285.19809757,-835.146476092,-761.887976945,-0.283923090011,-234.379826033,-0.0806836486548,-37.7072825221,-6.31886744655,-3.71461778754,-1.11635780635,0.365967666213,-1.12646232771
2119,SmZr,5.73435104616,1.55069299304,93.5763180891,-84.7555591467,-428.850389415,-729.787405315,-62418.3507558,-2821.79797156,-202702.68958,-44263.0686295,-58962.4883268,-206.775557088,-101560.787163,-32.2065471139,-162409.991276,-15.1426591517,-22178.180662,-0.973690510003,-10330.4454053,-4.87745973035,-3203.04963965,-834.106193752,-748.415904347,-0.283603929505,-230.235431408,-0.0805929612932,-36.8688311105,-6.31092525285,-3.64688868221,-1.19521572589,0.444653488754,-1.19638573212
2120,PmEu,6.45331734849,-1.16696625082,26.0464505669,-77.9362807373,-793.689474587,-345.142676884,-64359.1082528,-2503.91766463,-208325.042852,-43319.4776243,-60287.9463023,-207.067445654,-103843.778933,-32.2442220797,-166645.449284,-15.167412394,-22756.5624979,-0.975282230506,-10599.8355769,-4.88461915523,-3321.51971951,-835.606432892,-767.844596206,-0.284064205463,-236.212253578,-0.0807237454741,-38.0526361593,-6.32213879352,-3.73397317098,-1.07728234875,0.330113606546,-1.09450606823
2121,CeTh,3.69084874202,-0.687704501207,-7.60682709725,-54.5706023413,-1036.2003297,-0.56620347463,-64758.7877781,-2337.13428826,-208876.875147,-43136.7053974,-60382.4892688,-207.088265636,-104006.621373,-32.2469191699,-166957.758854,-15.1692376215,-22799.2105692,-0.975399599008,-10619.6995375,-4.88515393577,-3330.60785295,-835.721519955,-769.335021315,-0.28409951442,-236.670751119,-0.08073377851,-38.1483673568,-6.32304560302,-3.73485188169,-1.05497649943,0.313289108151,-1.07942342124
2122,CrTc,-3.99621787266,5.36520755846,95.9904683582,122.023198908,-1065.05849888,-67.0452869452,-66106.2357146,-1763.13310754,-210140.641948,-42298.6563284,-60433.6040136,-207.099521979,-104094.662271,-32.2483374388,-166019.370182,-15.1637534065,-22671.0668925,-0.975046944576,-10560.0146783,-4.88356492856,-3650.78897231,-689.737610971,-765.945380508,-0.284019212042,-235.628000328,-0.0807109605442,-37.9598001855,-6.32125940888,-3.73330632041,-1.09255683423,0.342384481173,-1.10549516445
2123,TcW,-3.40154238649,8.23944766142,143.580897697,139.898492948,-1024.34948088,-99.0392762162,-65723.7079308,-2125.28379932,-210163.248152,-42517.88777,-60526.8732985,-207.120061474,-104255.310878,-32.2510282661,-166690.805729,-15.1676774702,-22762.7562235,-0.975299275786,-10602.7204013,-4.88469533104,-3323.18587528,-835.627532161,-768.117842971,-0.284070678823,-236.296311988,-0.0807255849898,-38.0950059828,-6.32254013978,-3.73436207899,-1.06741000122,0.322667270983,-1.08783065664
2124,NbIn,-1.62117893948,1.86428392604,52.9145084125,44.9165884578,-740.600557376,-201.163546306,-61051.7013151,-2375.38721941,-195850.853659,-44979.6901685,-57176.3262609,-206.382213584,-98484.2706933,-32.1556800555,-157925.397526,-15.1164498881,-21565.7775859,-0.972005162242,-10045.2093184,-4.86988261786,-3077.46160419,-832.515816785,-727.819903682,-0.283115999385,-223.899510356,-0.0804543176979,-35.564725993,-6.29857217514,-3.54154461521,-1.31786932026,0.568085339929,-1.30725054276
2125,LuFe,0.59693085467,2.14284541618,5.33529468757,-12.247865341,-1124.34601487,112.015077198,-65074.6814916,-2248.32110562,-209369.38677,-42922.4746724,-60446.7182711,-207.102409963,-104117.250493,-32.2487505346,-166943.880924,-15.1691565148,-22797.3154276,-0.975394383533,-10618.8168582,-4.88512715432,-3330.89481709,-835.725153909,-769.382083235,-0.284100629342,-236.68522868,-0.0807340951797,-41.4589979138,-6.18664165679,-3.73211454661,-1.07499857454,0.350497113121,-1.11425760707
2126,TmBe,1.40274672185,1.01033151993,6.88530263386,-31.8323565278,-1097.83499202,81.7692961697,-65363.6872706,-2403.19858197,-211101.870765,-42706.8482884,-60884.7731921,-207.198877166,-104871.763901,-32.2612352071,-168076.836002,-15.1757778322,-22952.0284403,-0.975820157407,-10690.8767765,-4.88704295945,-3360.7822051,-836.103631153,-774.283511457,-0.284216746762,-238.193047927,-0.0807670890732,-38.4473773903,-6.32587796227,-3.73759646887,-0.985305804096,0.260738847651,-1.03231372472
2127,ThZr,1.89729701139,1.70682772653,-7.15003285682,-41.4500313431,-1222.21441221,169.79153619,-67163.3717161,-2201.81501618,-216401.460359,-41964.0247482,-62191.944547,-207.486738705,-107123.258491,-32.2984213872,-171520.487858,-15.1959035301,-23422.2835673,-0.977114310647,-10909.9052464,-4.89286965123,-3651.11173805,-683.094093364,-789.890464119,-0.284586483703,-242.994194201,-0.0808721484617,-41.4491783426,-4.77665447563,-3.74572784483,-0.751779292517,0.106951309389,-0.895660065162
2128,SbPb,-2.59810930647,-3.9954071623,13.2232195796,106.769092129,-1099.89454098,30.1340075482,-66863.96519,-2132.54798816,-214518.158262,-41808.9991003,-61562.204328,-207.348059114,-106038.583027,-32.2805048027,-169949.713932,-15.1867234728,-23207.783201,-0.976524000562,-10809.9984566,-4.89020896252,-3414.66635868,-836.785990077,-783.120326334,-0.284426095568,-240.911505794,-0.0808265749969,-39.0031949961,-6.33114291981,-3.7426982763,-0.855797670272,0.163210102896,-0.945500817734
2129,RbZn,0.323931830023,2.35744136992,62.1688886119,28.4573265856,-697.584676103,-373.149124374,-62316.5236067,-2552.26502873,-201452.586595,-44250.9009133,-58580.2554259,-206.691382851,-100902.422549,-32.1956636627,-161279.776432,-15.1360538491,-22023.8417948,-0.973265765787,-10258.5597769,-4.87554412036,-3170.98417432,-833.70013455,-743.157283133,-0.283479349995,-228.617728422,-0.0805575630676,-36.5045521901,-6.30747463699,-3.61746266883,-1.22947687892,0.478839929654,-1.22676518677
2130,SiSe,-2.71047144801,-2.91788348812,-64.7512167864,33.584894681,-1305.99729767,348.308915229,-64736.7565401,-2277.62368433,-206643.520903,-43601.6848976,-59891.5307846,-206.980148162,-103160.985985,-32.2329538525,-164844.807682,-15.1568889234,-22510.6721171,-0.974605534358,-10485.3083829,-4.881572927,-3270.82758421,-834.964495911,-759.531260789,-0.283867258162,-233.654833,-0.0806677843331,-41.4658767788,-6.18129442321,-3.69689991138,-1.2104643143,0.537447199236,-1.12653437757
2131,PdRh,-3.87225360791,-1.41809278985,-24.7641962879,67.0501816741,-1046.91198933,78.3967211816,-63527.6924399,-2994.50311431,-204943.523012,-43879.8059993,-59487.9263023,-206.891267537,-102465.81062,-32.221446579,-163942.168034,-15.1516136361,-22387.4102763,-0.974266314854,-10427.8973056,-4.88005149039,-3653.25579137,-512.292751003,-755.347140612,-0.283768134148,-232.36767738,-0.0806396174671,-41.4975447231,-3.19732816245,-3.65798528369,-1.17504711438,0.425113899398,-1.17898851157
2132,InRu,-3.40670436752,-0.0799866097235,-6.92443450683,48.8248679268,-1031.04859084,-0.136175008076,-66095.6345471,-2377.19277204,-220839.257898,-26270.8547201,-61305.785633,-207.291591322,-105596.923001,-32.2732099472,-169273.744205,-15.1827729101,-23115.4747294,-0.976269965463,-10767.0043662,-4.88906783794,-3651.75175316,-632.108682316,-779.579039867,-0.284342200623,-239.822104176,-0.0808027361145,-38.8083081124,-6.32929686247,-3.74090942673,-0.901207193701,0.197400927294,-0.975911646369
2133,PmZr,5.57759858074,1.50685199081,93.7737042006,-87.0999428718,-318.591482646,-814.14115963,-60911.7429389,-2905.57352899,-197986.243869,-44893.4321959,-57787.0386484,-206.51670292,-99536.1722523,-32.1730297722,-159480.903385,-15.1255407145,-21778.1928691,-0.972589734129,-10144.1450081,-4.87250510954,-3651.57637387,-607.571342186,-735.939379998,-0.283308354062,-226.39729421,-0.0805089735676,-36.0519341426,-6.30318723267,-3.58090071901,-1.2720464616,0.52182022453,-1.26552659393
2134,TeSe,-3.13123072348,-4.3543644625,-91.6062912876,37.0585353403,-1277.9937437,311.461906904,-64819.4995033,-659.217075058,-203196.633152,-41517.6728929,-58414.420469,-206.654863151,-100616.785555,-32.1909182107,-161584.036198,-15.1378320313,-22065.390623,-0.973380109146,-10277.9117631,-4.87606031047,-3179.60628093,-833.809320108,-744.571276968,-0.283512848254,-229.052712503,-0.0805670801472,-36.6295550898,-6.30865872139,-3.62756023811,-1.21772009466,0.467108788106,-1.21634041956
2135,CuP,-2.83119180245,-2.56220408493,-63.9823034936,42.243630556,-1354.8072846,353.938806073,-68389.9499068,-1899.93804069,-219277.316164,-38900.2076725,-62495.8998619,-207.553674876,-107646.79638,-32.3070533796,-172480.823795,-15.2015160112,-23553.4242533,-0.977475212919,-10970.986032,-4.89449156427,-3649.76604988,-768.778721467,-795.176432898,-0.284711711092,-244.620309272,-0.0809077315404,-39.7790319526,-6.33849200087,-3.75099208574,-0.630114169192,0.00244977363796,-0.80251348384
2136,MgSi,-1.03660600401,-1.55052503097,-27.5599875328,20.7152481615,-1110.78057066,96.3592651211,-66148.1047019,-2165.1862807,-211846.316059,-42377.6775114,-60979.7453578,-207.219791665,-105035.345628,-32.2639238214,-168415.810612,-15.1777588979,-22998.317869,-0.97594754701,-10712.4367962,-4.88761468887,-3371.77606846,-836.242851318,-776.086467083,-0.284259459732,-238.747688736,-0.0807792254454,-38.5909436703,-6.32723788747,-3.73891425298,-0.951854185773,0.235535001013,-1.00982977503
2137,AgPb,-2.64950691744,-2.4772049324,16.2606937427,97.2744805615,-807.93300175,-217.294247741,-64349.5224501,-2498.53754967,-217631.951375,-19019.3312638,-59542.6914377,-206.903327759,-102560.139046,-32.22304728,-163877.360416,-15.1512348816,-22378.5603007,-0.974241959512,-10423.775261,-4.87994119975,-3243.84819506,-834.622843946,-755.106730761,-0.283762438712,-232.293720645,-0.0806379998226,-37.2852426513,-6.31486969265,-3.68052590049,-1.15605142107,0.405574651842,-1.16165869686
2138,CoOs,-6.58118268473,3.37873306788,70.9909122067,158.5808724,-587.128595454,-529.299943469,-63072.5115711,-3419.67244381,-204265.244315,-43973.2724667,-59319.9922243,-206.854285574,-102176.558083,-32.2167039653,-163490.758854,-15.1489754702,-22325.7670878,-0.97409667134,-10399.1860542,-4.87928203138,-3651.9390903,-624.967496497,-752.553660694,-0.283701955135,-231.508323469,-0.0806208146134,-41.4679244187,-3.0944856483,-3.64380774305,-1.19131878753,0.441369130775,-1.19343247805
2139,ThFe,-2.5382366758,2.23149234718,13.0596381673,36.7070628855,-1176.72544427,114.208405596,-66801.1635809,-2260.21227839,-221468.024591,-28952.5599618,-61814.3180914,-207.403578886,-106472.828121,-32.2876691701,-170815.210026,-15.1917816824,-23325.9728983,-0.976849261407,-10865.0471077,-4.89167351937,-3439.16462491,-837.096222483,-787.137957864,-0.284521275378,-242.147444272,-0.0808536195158,-39.2787471384,-6.33375307522,-3.74522755051,-0.79159267407,0.114867661442,-0.902502916141
2140,CaPm,7.12310882795,-0.682377855179,43.4979953606,-76.4508524824,-718.343855282,-435.738882229,-64492.0031364,-2668.55480016,-209035.965237,-43183.186249,-60448.8496187,-207.102879323,-104120.921548,-32.2488110585,-166209.196354,-15.1648628056,-22696.9890116,-0.975118282862,-10572.0882788,-4.88388390651,-3309.20442963,-835.450478917,-765.824931442,-0.28401635854,-235.59094617,-0.0807101492504,-41.4698104431,-3.68562880657,-3.71208210954,-1.10579701148,0.359346811109,-1.12055610713
2141,MnTc,-3.87214818642,4.53040478769,54.0515582196,91.5185248527,-1060.6546149,-74.1462782689,-65330.3529286,-1270.37174203,-205331.178127,-42661.6919857,-59124.6611744,-206.811270329,-101840.116465,-32.211154792,-163741.704166,-15.1504420672,-22360.0355204,-0.974190978878,-10415.1471178,-4.87970733238,-3653.363739,-503.69333794,-753.607974353,-0.283726932382,-231.832659917,-0.0806279112264,-37.1919651464,-6.31398612563,-3.67299105817,-1.16482438151,0.414328469883,-1.1694376939
2142,CsZn,0.237846129747,2.4573710443,55.4378624175,19.2310694803,-758.787851799,-320.430726758,-63261.6009343,-2558.65849001,-217075.117764,-17548.1925921,-59209.1660552,-206.829879752,-101985.669171,-32.2135469352,-163294.849674,-15.1478305203,-22299.0144023,-0.974023047316,-10386.7255944,-4.87895310158,-3651.94100845,-624.876840779,-752.331034961,-0.283696681014,-231.439837255,-0.0806193159019,-37.0798167152,-6.31292380461,-3.66393185697,-1.17537213043,0.424853239142,-1.1787904297
